province_std_source,city_std_source,district_std_source,province_std_final,city_std_final,district_std_final,city_std_confidence,city_std_reason,record_count,example_job_id,example_detail_url
陕西,商洛,商州区,陕西,商洛,商州区,high,exact-city-alias,11,job_088733,https://jobs.51job.com/shangluo-szq/170820184.html?s=sou_sou_soulb&t=0_0&req=3cc0063477c334c5dc62b7405a0bc0a9
四川,宜宾,长宁县,四川,宜宾,长宁县,high,exact-city-alias,11,job_112266,https://jobs.51job.com/yibin-cnx/166009598.html?s=sou_sou_soulb&t=0_0&req=8ed4fc722e521d051a74431d1c208bf7
内蒙古,巴彦淖尔,临河区,内蒙古,巴彦淖尔,临河区,high,exact-city-alias,11,job_054258,https://jobs.51job.com/bayannaoer-lhq/170996165.html?s=sou_sou_soulb&t=0_0&req=8e917d41c04e283595568a7f9a4e3a53
四川,广安,华蓥市,四川,广安,华蓥市,high,exact-city-alias,11,job_118809,https://jobs.51job.com/guangan-hys/171050170.html?s=sou_sou_soulb&t=0_0&req=b69666053951902cd990d05f9a505f22
陕西,延安,宝塔区,陕西,延安,宝塔区,high,exact-city-alias,11,job_249929,https://jobs.51job.com/yanan-btq/169601076.html?s=sou_sou_soulb&t=0_0&req=b81b9d9b1430cf800e5c210b3a84d442
,徐州,,江苏,徐州,,high,exact-city-alias,11,job_039177,https://jobs.51job.com/all/166065702.html?s=sou_sou_soulb&t=0_0&req=887819c48b4d1a58320439e338856005
云南,怒江,泸水市,云南,怒江,泸水市,high,51job-area-alias,11,job_059494,https://jobs.51job.com/nujiang-lss/160795896.html?s=sou_sou_soulb&t=0_0&req=4868cbf3cb34ae7883aecdabc063804c
湖北,恩施,利川市,湖北,恩施,利川市,high,51job-area-alias,11,job_417986,https://jobs.51job.com/enshi-lcs/171525392.html?s=sou_sou_soulb&t=0_0&req=78ff40ce5a1c5e5569a281ad94d6aabe
河南,新乡,延津县,河南,新乡,延津县,high,exact-city-alias,11,job_022990,https://jobs.51job.com/xinxiang-yjx/168925788.html?s=sou_sou_soulb&t=0_0&req=ae85514a512a9549abcdee55d083ed02
西藏,日喀则,,西藏,日喀则,,high,exact-city-alias,11,job_059586,https://jobs.51job.com/rikaze/171609613.html?s=sou_sou_soulb&t=0_0&req=6dc98371e030ecaffafb6cb1d0fe1daf
新疆,昌吉,木垒哈萨克自治县,新疆,昌吉,木垒哈萨克自治县,high,51job-area-alias,11,job_120106,https://jobs.51job.com/changji-mlhskzzx/168334987.html?s=sou_sou_soulb&t=0_0&req=533dc6242f5c74d34cc5c0a80b38fb44
辽宁,朝阳,北票市,辽宁,朝阳,北票市,high,exact-city-alias,11,job_168378,https://jobs.51job.com/chaoyang-bps/171374370.html?s=sou_sou_soulb&t=0_0&req=9d6aa500be22c59246b31cfb4c3ba347
辽宁,本溪,溪湖区,辽宁,本溪,溪湖区,high,exact-city-alias,11,job_281914,https://jobs.51job.com/benxi-xhq/169464764.html?s=sou_sou_soulb&t=0_0&req=ebfd87105da7db10c89f79e6c14ff14d
福建,泉州,永春县,福建,泉州,永春县,high,exact-city-alias,11,job_519041,https://jobs.51job.com/quanzhou-ycx/142462834.html?s=sou_sou_soulb&t=0_0&req=320f746886cb8bdc5d7953803c5d8915
河南,洛阳,宜阳县,河南,洛阳,宜阳县,high,exact-city-alias,11,job_058634,https://jobs.51job.com/luoyang-yyx/171147896.html?s=sou_sou_soulb&t=0_0&req=fc1480270ba065552ab91ef198e0413c
山东,淄博,沂源县,山东,淄博,沂源县,high,exact-city-alias,11,job_109132,https://jobs.51job.com/zibo-yyx/171425028.html?s=sou_sou_soulb&t=0_0&req=5555e2c3fe8e2821669da6a872082436
,湛江,,广东,湛江,,high,exact-city-alias,11,job_019928,https://jobs.51job.com/all/169305234.html?s=sou_sou_soulb&t=0_0&req=222a34700b53a4274329019acc7edbbf
福建,漳州,平和县,福建,漳州,平和县,high,exact-city-alias,11,job_285879,https://jobs.51job.com/zhangzhou-phx/170369429.html?s=sou_sou_soulb&t=0_0&req=dd9fad7a0cc4301d0de4220b752835fd
山东,潍坊,高密市,山东,潍坊,高密市,high,exact-city-alias,11,job_045957,https://jobs.51job.com/weifang-gms/167574490.html?s=sou_sou_soulb&t=0_0&req=22b51a1dc346aa710b1bddf43255645a
山东,烟台,牟平区,山东,烟台,牟平区,high,exact-city-alias,11,job_119065,https://jobs.51job.com/yantai-mpq/170759422.html?s=sou_sou_soulb&t=0_0&req=92b0e71f229e53450bb79527f8a63ce3
河南,焦作,温县,河南,焦作,温县,high,exact-city-alias,11,job_119344,https://jobs.51job.com/jiaozuo-wx/167841224.html?s=sou_sou_soulb&t=0_0&req=f06e18886b95c2df8f662e077d3c88b9
云南,玉溪,元江哈尼族彝族傣族自治县,云南,玉溪,元江哈尼族彝族傣族自治县,high,exact-city-alias,11,job_120024,https://jobs.51job.com/yuxi-yjhnzyzdzzzx/168399762.html?s=sou_sou_soulb&t=0_0&req=10a201b5f5a93cc4fba75921f3c62b20
四川,眉山,青神县,四川,眉山,青神县,high,exact-city-alias,11,job_102132,https://jobs.51job.com/meishan-qsx/171105950.html?s=sou_sou_soulb&t=0_0&req=677a06fab2b4606bd8100fd5a8a640b5
四川,自贡,富顺县,四川,自贡,富顺县,high,exact-city-alias,11,job_288705,https://jobs.51job.com/zigong-fsx/171174635.html?s=sou_sou_soulb&t=0_0&req=22da8cc145e73d54ad53624430694a4e
安徽,蚌埠,固镇县,安徽,蚌埠,固镇县,high,exact-city-alias,11,job_123825,https://jobs.51job.com/bangbu-gzx/169682185.html?s=sou_sou_soulb&t=0_0&req=e0fb247e46417d2926cad3e9e3e34d36
湖南,衡阳,衡南县,湖南,衡阳,衡南县,high,exact-city-alias,11,job_051195,https://jobs.51job.com/hengyang-hnx/171521355.html?s=sou_sou_soulb&t=0_0&req=7e941796f184706ebea04d80049affad
江西,赣州,宁都县,江西,赣州,宁都县,high,exact-city-alias,11,job_046782,https://jobs.51job.com/ganzhou-ndx/166300390.html?s=sou_sou_soulb&t=0_0&req=6b99e517f5c1d8ed88589a0935644558
湖南,邵阳,邵东市,湖南,邵阳,邵东市,high,exact-city-alias,11,job_216872,https://jobs.51job.com/shaoyang-sds/169648878.html?s=sou_sou_soulb&t=0_0&req=3f2a22520bceb84bd38e8ec0cd052b47
河南,鹤壁,浚县,河南,鹤壁,浚县,high,exact-city-alias,11,job_103268,https://jobs.51job.com/hebi-jx/171194780.html?s=sou_sou_soulb&t=0_0&req=9cab892101686c09f138cc8ac9b0d641
浙江,丽水,云和县,浙江,丽水,云和县,high,exact-city-alias,10,job_212236,https://jobs.51job.com/lishui-yhx/171271758.html?s=sou_sou_soulb&t=0_0&req=8de6be453e7da515a26fc2dec3340f11
内蒙古,乌兰察布,兴和县,内蒙古,乌兰察布,兴和县,high,exact-city-alias,10,job_104664,https://jobs.51job.com/wulanchabu-xhx/170071251.html?s=sou_sou_soulb&t=0_0&req=3a7c5c3bdae14a15e256e5ce9282be5b
海南,五指山,,海南,五指山,,high,51job-area-alias,10,job_044780,https://jobs.51job.com/wuzhishan/157053462.html?s=sou_sou_soulb&t=0_0&req=df3adc39fc2ff0b29e4764008c254597
新疆,克拉玛依,克拉玛依区,新疆,克拉玛依,克拉玛依区,high,exact-city-alias,10,job_120113,https://jobs.51job.com/kelamayi-klmyq/170693549.html?s=sou_sou_soulb&t=0_0&req=533dc6242f5c74d34cc5c0a80b38fb44
甘肃,兰州,皋兰县,甘肃,兰州,皋兰县,high,exact-city-alias,10,job_269398,https://jobs.51job.com/lanzhou-glx/171001501.html?s=sou_sou_soulb&t=0_0&req=89575be724dae0ed7cd3faea87aa229d
四川,内江,资中县,四川,内江,资中县,high,exact-city-alias,10,job_091603,https://jobs.51job.com/neijiang-zzx/171267627.html?s=sou_sou_soulb&t=0_0&req=047dac3b65121794ef2042c08b3ff13c
四川,凉山,会东县,四川,凉山,会东县,high,51job-area-alias,10,job_102275,https://jobs.51job.com/liangshan-hdx/167243803.html?s=sou_sou_soulb&t=0_0&req=3763071c9f7621b5634d9830a2ed6a12
山西,吕梁,临县,山西,吕梁,临县,high,exact-city-alias,10,job_073387,https://jobs.51job.com/lvliang-lx/164868617.html?s=sou_sou_soulb&t=0_0&req=424e1c4c334699289f8fc0a66eebf41b
河南,周口,鹿邑县,河南,周口,鹿邑县,high,exact-city-alias,10,job_270091,https://jobs.51job.com/zhoukou-lyx/171367715.html?s=sou_sou_soulb&t=0_0&req=0f3cebc327276104ed7d5271b389292e
湖北,咸宁,崇阳县,湖北,咸宁,崇阳县,high,exact-city-alias,10,job_092128,https://jobs.51job.com/xianning-cyx/169878117.html?s=sou_sou_soulb&t=0_0&req=ae410d8c2fd661b537bdb1ad41f5428f
新疆,哈密,巴里坤哈萨克自治县,新疆,哈密,巴里坤哈萨克自治县,high,exact-city-alias,10,job_282293,https://jobs.51job.com/hami-blkhskzzx/170156149.html?s=sou_sou_soulb&t=0_0&req=9a7ceb3eb3c4f38927a8ca81b9e325e6
河北,唐山,路南区,河北,唐山,路南区,high,exact-city-alias,10,job_346016,https://jobs.51job.com/tangshan-lnq/170856248.html?s=sou_sou_soulb&t=0_0&req=866a78080af4e665ad3940ff98e586ba
黑龙江,大庆,让胡路区,黑龙江,大庆,让胡路区,high,exact-city-alias,10,job_007931,https://jobs.51job.com/daqing-rhlq/170842962.html?s=sou_sou_soulb&t=0_0&req=4f6c5cd0449bdc71eacb934c0f062029
山东,威海,乳山市,山东,威海,乳山市,high,exact-city-alias,10,job_236209,https://jobs.51job.com/weihai-rss/171361211.html?s=sou_sou_soulb&t=0_0&req=cb68d63514c8cc059238fa6b66a29db3
安徽,安庆,岳西县,安徽,安庆,岳西县,high,exact-city-alias,10,job_110185,https://jobs.51job.com/anqing-yxx/170682042.html?s=sou_sou_soulb&t=0_0&req=dd163f2c9e107b036566801a59cf1102
湖北,宜昌,秭归县,湖北,宜昌,秭归县,high,exact-city-alias,10,job_065373,https://jobs.51job.com/yichang-zgx/121949094.html?s=sou_sou_soulb&t=0_0&req=9df35deedde92585e6afa9fcd2ec1774
湖北,宜昌,远安县,湖北,宜昌,远安县,high,exact-city-alias,10,job_103719,https://jobs.51job.com/yichang-yax/167512975.html?s=sou_sou_soulb&t=0_0&req=c55280d5fa75a7b142f4ec34426c0d6a
湖南,常德,澧县,湖南,常德,澧县,high,exact-city-alias,10,job_051468,https://jobs.51job.com/changde-lx/170517504.html?s=sou_sou_soulb&t=0_0&req=693b4d2bfe2c327cd054bbec9423d744
河北,张家口,怀来县,河北,张家口,怀来县,high,exact-city-alias,10,job_164834,https://jobs.51job.com/zhangjiakou-hlx/171223514.html?s=sou_sou_soulb&t=0_0&req=46ce463d04e7bab92b543f9ab99aafe6
云南,怒江,兰坪白族普米族自治县,云南,怒江,兰坪白族普米族自治县,high,51job-area-alias,10,job_075153,https://jobs.51job.com/nujiang-lpbzpmzzzx/170622625.html?s=sou_sou_soulb&t=0_0&req=e81cb2d68c1749aace19b531859a40da
,扬州,,江苏,扬州,,high,exact-city-alias,10,job_038852,https://jobs.51job.com/all/170907518.html?s=sou_sou_soulb&t=0_0&req=f169b78d601a4a52f879dd11b472402d
河南,新乡,辉县市,河南,新乡,辉县市,high,exact-city-alias,10,job_017493,https://jobs.51job.com/xinxiang-hxs/170624992.html?s=sou_sou_soulb&t=0_0&req=2d4136f540ee9892a36a9b039947b82a
河南,新乡,卫辉市,河南,新乡,卫辉市,high,exact-city-alias,10,job_390552,https://jobs.51job.com/xinxiang-whs/167711940.html?s=sou_sou_soulb&t=0_0&req=b4d737e3c0ddddabb9b0ab2b3d79a819
辽宁,本溪,南芬区,辽宁,本溪,南芬区,high,exact-city-alias,10,job_133819,https://jobs.51job.com/benxi-nfq/171602929.html?s=sou_sou_soulb&t=0_0&req=79d36e388f5359a65100e393d3a54345
广西,梧州,藤县,广西,梧州,藤县,high,exact-city-alias,10,job_010400,https://jobs.51job.com/wuzhou-tx/171410599.html?s=sou_sou_soulb&t=0_0&req=d9de7547aef2d94a5e48e4c5a38edf34
云南,楚雄,牟定县,云南,楚雄,牟定县,high,51job-area-alias,10,job_095630,https://jobs.51job.com/chuxiong-mdx/169881691.html?s=sou_sou_soulb&t=0_0&req=d3c498575bac4ce728c993a5c4e40321
陕西,榆林,靖边县,陕西,榆林,靖边县,high,exact-city-alias,10,job_062822,https://jobs.51job.com/yulin-jbx/153939911.html?s=sou_sou_soulb&t=0_0&req=f434eec78c862a2f9e35a1f66124a6cd
湖南,永州,江华瑶族自治县,湖南,永州,江华瑶族自治县,high,exact-city-alias,10,job_103967,https://jobs.51job.com/yongzhou-jhyzzzx/157437585.html?s=sou_sou_soulb&t=0_0&req=3fb180c57a69ca9b93a2f246c4c2d577
湖南,永州,宁远县,湖南,永州,宁远县,high,exact-city-alias,10,job_143599,https://jobs.51job.com/yongzhou-nyx/171592022.html?s=sou_sou_soulb&t=0_0&req=1b7265bf41a03f8145cd424da344adb0
湖南,永州,祁阳市,湖南,永州,祁阳市,high,exact-city-alias,10,job_266691,https://jobs.51job.com/yongzhou-qys/171676359.html?s=sou_sou_soulb&t=0_0&req=5adf9c908a70978525c70d95ae6e8d8c
辽宁,沈阳,法库县,辽宁,沈阳,法库县,high,exact-city-alias,10,job_141660,https://jobs.51job.com/shenyang-fkx/169988127.html?s=sou_sou_soulb&t=0_0&req=cb38246e4b95c82df1d21bdcd6970af6
河北,沧州,南皮县,河北,沧州,南皮县,high,exact-city-alias,10,job_007002,https://jobs.51job.com/cangzhou-npx/170921911.html?s=sou_sou_soulb&t=0_0&req=90054f74abfc5b504146f32061ab66f5
广西,河池,金城江区,广西,河池,金城江区,high,exact-city-alias,10,job_148650,https://jobs.51job.com/hechi-jcjq/170992380.html?s=sou_sou_soulb&t=0_0&req=b27b62fed6b1d11ea076a04ff410907f
山东,泰安,新泰市,山东,泰安,新泰市,high,exact-city-alias,10,job_045704,https://jobs.51job.com/taian-xts/171299930.html?s=sou_sou_soulb&t=0_0&req=70a048a1dc1d1f8f5455cb7a09b93e4b
山东,济宁,鱼台县,山东,济宁,鱼台县,high,exact-city-alias,10,job_022557,https://jobs.51job.com/jining-ytx/171079233.html?s=sou_sou_soulb&t=0_0&req=4917ba83027b3c8d9138817ba00fd9aa
安徽,淮南,大通区,安徽,淮南,大通区,high,exact-city-alias,10,job_168087,https://jobs.51job.com/huainan-dtq/170979961.html?s=sou_sou_soulb&t=0_0&req=7d328180a2abc8b1524b8695f2b2b852
,深圳-盐田区,,广东,深圳,盐田区,high,city-hyphen-district,10,job_034693,https://jobs.51job.com/all/171377780.html?s=sou_sou_soulb&t=0_0&req=9e6809424faa5470b67fe66bfbbe9d67
陕西,渭南,华阴市,陕西,渭南,华阴市,high,exact-city-alias,10,job_081746,https://jobs.51job.com/weinan-hys/170453264.html?s=sou_sou_soulb&t=0_0&req=53e4061c0a7a6e6ff6ba4e17f319d091
广西,玉林,兴业县,广西,玉林,兴业县,high,exact-city-alias,10,job_094307,https://jobs.51job.com/yulin-xyx/170325965.html?s=sou_sou_soulb&t=0_0&req=fa6f80af1f5de7ef7985d3eef5f70da7
广西,百色,右江区,广西,百色,右江区,high,exact-city-alias,10,job_047031,https://jobs.51job.com/baise-yjq/156118810.html?s=sou_sou_soulb&t=0_0&req=c353661c1325fb10bad8a544ab83342f
山东,聊城,临清市,山东,聊城,临清市,high,exact-city-alias,10,job_045841,https://jobs.51job.com/liaocheng-lqs/164908036.html?s=sou_sou_soulb&t=0_0&req=92c3700331a2887ed8889cbe280cc501
福建,莆田,仙游县,福建,莆田,仙游县,high,exact-city-alias,10,job_184210,https://jobs.51job.com/putian-xyx/171225710.html?s=sou_sou_soulb&t=0_0&req=02a802db0ff29989a4c64f9234ee5e4e
内蒙古,赤峰,红山区,内蒙古,赤峰,红山区,high,exact-city-alias,10,job_082280,https://jobs.51job.com/chifeng-hsq/171173772.html?s=sou_sou_soulb&t=0_0&req=59c8f3389db650cc7b3232ba9c70b7c5
河北,邯郸,肥乡区,河北,邯郸,肥乡区,high,exact-city-alias,10,job_291945,https://jobs.51job.com/handan-fxq/170431444.html?s=sou_sou_soulb&t=0_0&req=e65df3860bbee54f76b6c9f459683df6
河南,郑州,新密市,河南,郑州,新密市,high,exact-city-alias,10,job_048712,https://jobs.51job.com/xinmishi/169902191.html?s=sou_sou_soulb&t=0_0&req=299dda7abff19406d692655deb0ed5fa
重庆,重庆,武隆区,重庆,重庆,武隆区,high,exact-city-alias,10,job_056613,https://jobs.51job.com/chongqing-wlq/171366900.html?s=sou_sou_soulb&t=0_0&req=07b5e943041d6b92cc793c1958b1a34e
重庆,重庆,巫山县,重庆,重庆,巫山县,high,exact-city-alias,10,job_071364,https://jobs.51job.com/chongqing-wsx/170513997.html?s=sou_sou_soulb&t=0_0&req=6e6a0e0b3e58bd91ba0af5950eb83640
广西,钦州,钦北区,广西,钦州,钦北区,high,exact-city-alias,10,job_046824,https://jobs.51job.com/qinzhou-qbq/171645299.html?s=sou_sou_soulb&t=0_0&req=7e800bfde2b871b823cb796cfb3f1764
山西,长治,长子县,山西,长治,长子县,high,exact-city-alias,10,job_104215,https://jobs.51job.com/changzhi-czx/169413686.html?s=sou_sou_soulb&t=0_0&req=da3d720b6d5327d39d47374e1d67b2d3
四川,阿坝,,四川,阿坝,,high,51job-area-alias,10,job_057832,https://jobs.51job.com/aba/171002288.html?s=sou_sou_soulb&t=0_0&req=dc7630965e7732274329446ff86e0a44
山东,临沂,平邑县,山东,临沂,平邑县,high,exact-city-alias,9,job_148386,https://jobs.51job.com/linyi-pyx/171628281.html?s=sou_sou_soulb&t=0_0&req=b744afe7c875cc4da81f4f067cf18155
辽宁,丹东,振兴区,辽宁,丹东,振兴区,high,exact-city-alias,9,job_212955,https://jobs.51job.com/dandong-zxq/166983299.html?s=sou_sou_soulb&t=0_0&req=8ff5620ef33b73e9f778967842672a27
四川,凉山,雷波县,四川,凉山,雷波县,high,51job-area-alias,9,job_043440,https://jobs.51job.com/liangshan-lbx/170453573.html?s=sou_sou_soulb&t=0_0&req=2b993951c97a9651bf1a30c5c63516db
福建,南平,政和县,福建,南平,政和县,high,exact-city-alias,9,job_072532,https://jobs.51job.com/nanping-zhx/170665613.html?s=sou_sou_soulb&t=0_0&req=fa89a20e3a8641b8b777df9522c58ddc
福建,南平,武夷山市,福建,南平,武夷山市,high,exact-city-alias,9,job_080330,https://jobs.51job.com/nanping-wyss/170758291.html?s=sou_sou_soulb&t=0_0&req=e98cdfed9b00195b1c53ffddbba61b57
吉林,吉林,磐石市,吉林,吉林,磐石市,high,exact-city-alias,9,job_150440,https://jobs.51job.com/jilin-pss/171142667.html?s=sou_sou_soulb&t=0_0&req=a31d1385b48a60c5475923b8976ac78f
陕西,咸阳,彬州市,陕西,咸阳,彬州市,high,exact-city-alias,9,job_059212,https://jobs.51job.com/xianyang-bzs/168911699.html?s=sou_sou_soulb&t=0_0&req=686e00f4d807263f6e75f0916bfa6f42
黑龙江,哈尔滨,尚志市,黑龙江,哈尔滨,尚志市,high,exact-city-alias,9,job_023600,https://jobs.51job.com/hadongbin-szs/171021121.html?s=sou_sou_soulb&t=0_0&req=be1a22f45565fcf992c3e9a4211e3e95
黑龙江,哈尔滨,宾县,黑龙江,哈尔滨,宾县,high,exact-city-alias,9,job_237353,https://jobs.51job.com/hadongbin-bx/171468370.html?s=sou_sou_soulb&t=0_0&req=353d0c13b18edef94c80d1095613edba
河南,商丘,睢县,河南,商丘,睢县,high,exact-city-alias,9,job_130471,https://jobs.51job.com/shangqiu-hx/171335949.html?s=sou_sou_soulb&t=0_0&req=7b1c9c8a3754925425f9dcfec1a5caab
甘肃,天水,麦积区,甘肃,天水,麦积区,high,exact-city-alias,9,job_166630,https://jobs.51job.com/tianshui-mjq/170865583.html?s=sou_sou_soulb&t=0_0&req=f1578f2d93b1a370359c73b2ce5440cb
湖南,娄底,双峰县,湖南,娄底,双峰县,high,exact-city-alias,9,job_149925,https://jobs.51job.com/loudi-sfx/168456476.html?s=sou_sou_soulb&t=0_0&req=5075a99c957d4a9f4bceeaaa1fb19f8b
湖北,宜昌,兴山县,湖北,宜昌,兴山县,high,exact-city-alias,9,job_095799,https://jobs.51job.com/yichang-xsx/168007257.html?s=sou_sou_soulb&t=0_1&req=671bc17ef49480fb0e40939232af582a
四川,广安,武胜县,四川,广安,武胜县,high,exact-city-alias,9,job_043376,https://jobs.51job.com/guangan-wsx/170724270.html?s=sou_sou_soulb&t=0_0&req=d69894ac33ebcd4e8b08d5241e748801
湖南,张家界,永定区,湖南,张家界,永定区,high,exact-city-alias,9,job_081691,https://jobs.51job.com/zhangjiajie-ydq/171276347.html?s=sou_sou_soulb&t=0_0&req=4dec329213ba98a11a0e997823b7fbed
山东,德州,齐河县,山东,德州,齐河县,high,exact-city-alias,9,job_065973,https://jobs.51job.com/dezhou-qhx/170448269.html?s=sou_sou_soulb&t=0_0&req=3dbc9f78d50f3f260d768af05cd7d0bf
江西,抚州,金溪县,江西,抚州,金溪县,high,exact-city-alias,9,job_271987,https://jobs.51job.com/fuzhou-jxx/168568013.html?s=sou_sou_soulb&t=0_0&req=61ffee175ce00c2beee07f44fe5da981
辽宁,抚顺,新抚区,辽宁,抚顺,新抚区,high,exact-city-alias,9,job_363819,https://jobs.51job.com/fushun-xfq/170477766.html?s=sou_sou_soulb&t=0_0&req=06f7fab1dd90493b225c6b641ac58e54
河南,新乡,凤泉区,河南,新乡,凤泉区,high,exact-city-alias,9,job_123856,https://jobs.51job.com/xinxiang-fqq/170424829.html?s=sou_sou_soulb&t=0_0&req=cc3b339d4388ff362da644ef5e4bcb4c
云南,普洱,江城哈尼族彝族自治县,云南,普洱,江城哈尼族彝族自治县,high,exact-city-alias,9,job_053296,https://jobs.51job.com/puer-jchnzyzzzx/170932284.html?s=sou_sou_soulb&t=0_0&req=48448e17e419c54da27b27c6c9bf361d
云南,楚雄,武定县,云南,楚雄,武定县,high,51job-area-alias,9,job_075154,https://jobs.51job.com/chuxiong-wdx/170622608.html?s=sou_sou_soulb&t=0_0&req=e81cb2d68c1749aace19b531859a40da
,汕头,,广东,汕头,,high,exact-city-alias,9,job_030207,https://jobs.51job.com/all/165363191.html?s=sou_sou_soulb&t=0_0&req=7fe55f5c3c7b8bd72344005bf30b08a6
山东,泰安,肥城市,山东,泰安,肥城市,high,exact-city-alias,9,job_133491,https://jobs.51job.com/taian-fcs/169109389.html?s=sou_sou_soulb&t=0_0&req=fac1667ede859c60437c4d24e82cc7e3
四川,泸州,古蔺县,四川,泸州,古蔺县,high,exact-city-alias,9,job_375901,https://jobs.51job.com/luzhou-glx/170849430.html?s=sou_sou_soulb&t=0_0&req=36360aa123d9dd929b7c2e0d6a578dc6
河南,洛阳,伊川县,河南,洛阳,伊川县,high,exact-city-alias,9,job_272133,https://jobs.51job.com/luoyang-ycx/165253612.html?s=sou_sou_soulb&t=0_0&req=a1c6cc6090c5a9a2542256013c66f10c
安徽,淮北,杜集区,安徽,淮北,杜集区,high,exact-city-alias,9,job_072763,https://jobs.51job.com/huaibei-djq/169282530.html?s=sou_sou_soulb&t=0_0&req=f50d018fad1cb2a576edb72d74c3dc4b
,湖州,,浙江,湖州,,high,exact-city-alias,9,job_041948,https://jobs.51job.com/all/159814571.html?s=sou_sou_soulb&t=0_0&req=aaa439df057fdd0efc95a48e91ab8af5
河南,焦作,山阳区,河南,焦作,山阳区,high,exact-city-alias,9,job_048677,https://jobs.51job.com/jiaozuo-syq/171130419.html?s=sou_sou_soulb&t=0_0&req=acc9c2a453a1d19b765c789db194c82a
云南,玉溪,易门县,云南,玉溪,易门县,high,exact-city-alias,9,job_104529,https://jobs.51job.com/yuxi-ymx/170692820.html?s=sou_sou_soulb&t=0_0&req=dcbe0185174b184ab323d684b95a37bb
四川,眉山,洪雅县,四川,眉山,洪雅县,high,exact-city-alias,9,job_102177,https://jobs.51job.com/meishan-hyx/171310962.html?s=sou_sou_soulb&t=0_0&req=677a06fab2b4606bd8100fd5a8a640b5
山东,聊城,东阿县,山东,聊城,东阿县,high,exact-city-alias,9,job_022626,https://jobs.51job.com/liaocheng-dx/171094913.html?s=sou_sou_soulb&t=0_0&req=cc328cc0f0661deab1dc27d0ce207b80
山东,菏泽,曹县,山东,菏泽,曹县,high,exact-city-alias,9,job_383655,https://jobs.51job.com/heze-cx/170484375.html?s=sou_sou_soulb&t=0_0&req=898c860a26daa94299402e702797bd36
山东,菏泽,郓城县,山东,菏泽,郓城县,high,exact-city-alias,9,job_408998,https://jobs.51job.com/heze-ycx/171310744.html?s=sou_sou_soulb&t=0_0&req=a88275eba526cfa8ba70194c5d79ff2e
辽宁,营口,鲅鱼圈区,辽宁,营口,鲅鱼圈区,high,exact-city-alias,9,job_269371,https://jobs.51job.com/yingkou-byqq/170059752.html?s=sou_sou_soulb&t=0_0&req=68eb1357f7ea34192c2c1781eb3d104d
湖北,襄阳,南漳县,湖北,襄阳,南漳县,high,exact-city-alias,9,job_392405,https://jobs.51job.com/xiangyang-nzx/168884884.html?s=sou_sou_soulb&t=0_0&req=3577fe0c537c1f2751fe72711ad8a3fc
广西,贵港,平南县,广西,贵港,平南县,high,exact-city-alias,9,job_047061,https://jobs.51job.com/guigang-pnx/170020062.html?s=sou_sou_soulb&t=0_0&req=bc73058ce149689d861d73065ea939af
内蒙古,赤峰,松山区,内蒙古,赤峰,松山区,high,exact-city-alias,9,job_054209,https://jobs.51job.com/chifeng-ssq/171447734.html?s=sou_sou_soulb&t=0_0&req=6a378f3dac944047b0f41a90261b66fb
湖南,邵阳,武冈市,湖南,邵阳,武冈市,high,exact-city-alias,9,job_216903,https://jobs.51job.com/shaoyang-wgs/169104136.html?s=sou_sou_soulb&t=0_0&req=0e74aaf7fbcb257b5968ee92659e0eeb
湖南,邵阳,洞口县,湖南,邵阳,洞口县,high,exact-city-alias,9,job_306677,https://jobs.51job.com/shaoyang-dkx/169524375.html?s=sou_sou_soulb&t=0_0&req=bbed12a30c831ff80c304066cec68a09
安徽,阜阳,界首市,安徽,阜阳,界首市,high,exact-city-alias,9,job_058477,https://jobs.51job.com/fuyang-jss/168724913.html?s=sou_sou_soulb&t=0_0&req=56bcdd81347c77a70e15d6becf8d54f0
安徽,阜阳,临泉县,安徽,阜阳,临泉县,high,exact-city-alias,9,job_072790,https://jobs.51job.com/fuyang-lqx/169848252.html?s=sou_sou_soulb&t=0_0&req=9629560b32eab000efc181df8fbdba33
四川,阿坝,马尔康市,四川,阿坝,马尔康市,high,51job-area-alias,9,job_043438,https://jobs.51job.com/aba-meks/169091562.html?s=sou_sou_soulb&t=0_0&req=fa078bccff625cf14940d81e9022c9e5
湖北,随州,随县,湖北,随州,随县,high,exact-city-alias,9,job_088671,https://jobs.51job.com/suizhou-sx/171023209.html?s=sou_sou_soulb&t=0_0&req=e1c504a6fc2b63d4c7aebd2ec9cf3b62
河北,雄安新区,雄县,河北,雄安新区,雄县,high,51job-area-alias,9,job_349668,https://jobs.51job.com/xionganxinqu-xx/171675088.html?s=sou_sou_soulb&t=0_0&req=f3b6c8ca6228ce3ce3365032826511ab
广东,韶关,始兴县,广东,韶关,始兴县,high,exact-city-alias,9,job_135842,https://jobs.51job.com/shaoguan-sxx/168691735.html?s=sou_sou_soulb&t=0_0&req=158ffd6e3a3e887e200ec067e92521ab
河南,驻马店,泌阳县,河南,驻马店,泌阳县,high,exact-city-alias,9,job_133664,https://jobs.51job.com/zhumadian-myx/167729591.html?s=sou_sou_soulb&t=0_0&req=47c30755876ca47d38a25887abbd0f60
河南,三门峡,陕州区,河南,三门峡,陕州区,high,exact-city-alias,8,job_119353,https://jobs.51job.com/sanmenxia-szq/170809728.html?s=sou_sou_soulb&t=0_0&req=f06e18886b95c2df8f662e077d3c88b9
